DW_LOCALIDADE;id_endereco;nm_cidade;uf_estado;sg_pais
c269faec2490a6280c3c465d61ba81c7b4e2a2c08e0d7549a978437606353299;10020962;Mercer;PA;US
c4efc25f446470a6f044ff1971974e13ee589716ec0f9732f3be78f171dcaa37;10015267;Sollinge Molle;"";UK
b8c9afddf63a693d4caef1177eaac0e7ef8b24414364418f95925e47103b76b6;10004256;Portland;OR;US
c167bf9082311c121d4af05aa8e870d9f5520f0612f4b379cf427bccc6b9d994;10017054;Newport;MI;US
360b7f74576dec87c645676db059729425341f07ce9979214b39df09ec19cf1a;10024262;Oakland;CA;US
a86e52e1231e169bf1d52c764fa556076a211c1db02bd3b2f4bc120b4795af31;10022201;Carcas;"";UK
fac5290951a161ccad01c22fea5dd879165225dc599b29a390e31c091b09b64d;10000461;Boucherville;QU;CA
ac58908f547bb88f6ecf285f7e9837c4c0ed7905a22393a6e86b41fe7c936d19;10022755;Johannesburg;"";AU
5cf5e8e04019aefea010973aae986c31ca2d210f01b6802bd11a023f5240d111;10009653;Mississauga;ON;CA
3d1a5dc78f9244cd7716295cb6bd31faf0dac5a393bca37364079fdf0c3b0755;10012234;Hayward;CA;US
43adfde2499db52f6d21ea9212bbfe57764eb370bab38d334e950ea29b38804e;10018644;Overland Park;KS;US
c74e9bfeca945ec37f5e95949e162f403a9ac08617a01c57b8531c65f9f3e845;10002709;Albany;OR;US
47c2dda11cabbea90520288d8888c55fc14602e3f1fefa622e6e4433dcb51622;10023241;North Little Rock;AR;US
a42a401d8682b1b59fe63b90a2d51c1364d3a25a3364dff64ffe420b2913364f;10000473;Rancho Cordova;CA;US
13c05472220a04be7e4a3b81e9a5a878907293388617dec1139cd539b354c7a4;10026868;Valencia;"";UK
a2b318608e5ff833329ce9958fe1d33233a606fd8114bb741b70eb37dc4ae724;10011398;Eugene;OR;US
bad1fe9eac2ac306f42b5cce68b27d7adf92857caa250ac2aef1ac58c2ab511d;10022450;Overland Park;KS;US
934c7bde35ee5a1177217225aae4a87928044a8df797627f042b487268608152;10023785;Columbus;OH;US
6513661e7851f4d57e75cab98e905d5e407495cb6e2e8a3b8db262f3de8770e7;10018877;Beirut;"";AU
049cc9e1e3a1bc9c8bee2219d27510d1cb20f37a97c54430f250336c3def7ddc;10009863;Beijing 100088;"";UK
cb6acdcc7a2c995107d93b9994f96febec496b366c027fa96af4ddd53a749394;10008381;Puyallup;WA;US
c677a6b1f3db695c7e45f9d4d8cc3e0f84a7d16de26840e4346f1e071b07b679;10004245;Portland;OR;US
63b0883ef038a82b17a3dab9c8afc8f56378e406da9f13741ddcc861a9b44911;10024743;Enumclaw;WA;US
e2197f7bfdcf6a553ceb3c95719fac013c4d5848bd269b2fff19c8740b6caee2;10026078;Bedford;OH;US
dd79f6178f531cb97921eee14127d25f1b1a59bcabadddbf61bfcc7c25167021;10024477;Santa Cruz;"";UK
3ab1f4c0e92485457372974c2186dce789adf87b608a824409fe41c6bebc7255;10026291;Poplar Bluff;MO;US
d537b5322d7e24f0187e5f78f21a266e9eb6f5c209720baae96b4fb9ac89aaec;10008596;Springhill;LA;US
3c11990bccf224059d894c4d2be6ab94c2f77e310603e82850f3e34ded177b3d;10009656;Trinity Center;CA;US
90d33f50a8e5a5baa3fa9837c93199c61382113d90bb12764e71b25cee3ccc36;10025063;\"\";"";UK
4b8c7f23275598ddc378822f96fad10d9dc8382ed47643cf59832ccfb77ce5fa;10016858;Beaverton;OR;US
64b28fb291331df2ac21ede7d8575d8e49129e7ddf94d3b90077ddb7aa8ef8eb;10025037;San Marcos;CA;US
d98cd46b29223729db6152fcea6b8ca75aaaff316a8f1983ece2558eff534417;10016588;Schertz;TX;US
13d4709afccb547ee090ff44f6255937c5fd59f1e3ab3ce68bdcc5668f4c32c9;10023760;North Hampton;NH;US
ae6359bff7e5699e4ebb4e81a9b102f3e11a8aa86920b3c96c36b879f90340e5;10024270;Maxwell;CA;US
df46a3ff0eff9b882d1db19b70ad79cf52930cad8d5a904f65612e2270153703;10022423;Cincinnati;OH;US
d49fea3f429ec972d57099b9f618ebee3a194d9b4a8c5ac8628bfdc53034b1a5;10007122;Buda;TX;US
166ced8835a4063c53af7013633d8a6d371e5cf9f9c99d107829db3727566d52;10003720;Hermitage;PA;US
5a5065fbe671eda9efb34619e13941c32cbc0015a2ec7254f6a526c0a83faa03;10021222;Buffdale;UT;US
65ee7c69a3bafbd75327197d3d591f58f1565f08ed0a456eeeaea5a5388c001c;10021459;Olive Branch;MS;US
71733dc509d675fb29d83a2fab76f7ca55a8567d8f3cc46a74b176a4418f2740;10025237;Oakville;ON;CA
5f46f12c4860fc0e1699cc1b513cc90089776df20b43e81ab43d5117a9d7187e;10009650;La Paz;"";UK
a0848616a5fcd69e8f46971fbc33d5354d5fa217023ddd037f9d7bcd793f942b;10025289;Fresno;CA;US
ccc1359430635ea4f26b369bf8517c7c47782f779e0dce96317968b1baea92d9;10015495;Kansas City;KS;US
0f9970914e031b4ac8261a0a398f064cc7c8207c2b20347e282c1c68db7e2c21;10018623;Laurel;MS;US
af24edf218bd4cf11e85830b7e479e1316de1020736229da67f53a4073139c54;10022444;Livonia;MI;US
7b2bacfd763deb2b738e750c783bcdeb4f590bfb8cd2a0095dfc79d0dded3583;10025305;Colorado Springs;CO;US
3729a1c0d720f46fbf5babae7ce01b1b43b42ecc17935a9cdf0cd583a01781f6;10023212;Medford;OR;US
abd489d2033d7bc49357881282cf7f4aa809354cb8f3e90b328a21a4f19a6e3e;10021139;Livonia;MI;US
bb1ed76e547655ad3b0ee84fd144be42d64f3748db52b1f8a406b38e9bc183a2;10002506;Salt Lake City;UT;US
aa7893572c570f0a584f7d9537f57051316ee28a8e7b5349e0c9e8e03783ac16;10026522;Fairmount;IN;US
286b99d8198cc828bc9444c06bf393bc0e7afd677a015d89c60d56563606af42;10016549;Jacksonville;FL;US
b8b40f695bda31625ab38b69d07ab583591acfa9327557432bc0e0ff3de31727;10025243;Longview;TX;US
11cf479d853017aa1dd0df961d70c2688c46b3eb701b779d4774e46fe163dbce;10023538;Fort Worth;TX;US
8fbe82da3e91cd30f537b9d3ca0e233fc4098abf2016308b242d079702fc77fd;10009885;Winnipeg;MB;CA
0a37acd40cb466bb1dfe21cc6212c5c63c2230ec62d8e465ed1322f45f61c8d8;10014546;Phoenix;AZ;US
981ad8233f2b1a211531bb411ce91d018a9d14789fe6a89fc5c971d691a69f53;10025061;Canton;OH;US
587e91b69f30e6e85fa1762675c8ec271204c90304f60a50b8e1caab1fa939cf;10023003;Coldwater;MI;US
e8bab5b06f22cf9108af8e95da17d9ff95ffabf90f33dcdf68a7ffceb7c0c62d;10025052;Songtan SI;"";AU
b5ac9eb59eeae8f41a5dfcaf9c82d5bb7e49184b9bd624b96bd275244dd53e00;10020448;Regina;SK;CA
f81682cd1d86a4cfeb28073590880a0be9254cc54e6f291a87244a681b810dc6;10026062;Houston;TX;US
5a4a9317fc44e33a2f239dfd4a43b552742c05829a61c789d0169e0b9c370264;10016784;Pocahontas;IA;US
dde173b715bb5bd82335ad77229c61e2f6eb4a2db1f69a3d5542c08b2f281436;10010897;Whitehouse;TN;US
c5ee329eab7f0e8d96338fb4b8051e5ab87733103bc35ff2b00321c9216f269d;10023513;Stockton;CA;US
c4d2c0d7220be4706a1e7b9bde0737caf715673b07cca9132f6bc3e1880ee4b5;10027053;Raleigh;IL;US
16520f895a0eda76a7d83c32be6a88dde45799205acf914e56b168f88b4529b2;10020931;Bozeman;MT;US
4971c7bc6e4e02e9820e46c4547807b5c703a847577de09a9d6539cddf45d8a1;10000472;Van Nuys;CA;US
38463a551bf4f0c0be2a525f7a86793f84abf73dcfdb30b93449e65835430b98;10027340;Salem;MA;US
14d09dbf5ddb1b5e3ce1e6b658d0532a7709d588814e5ddfaee9f6612b5e5d0f;10009669;\"\";"";UK
d4096a223286e00c491f3b45f12b4e2ce5eeab0f13d08e58bfda22a3bc3318be;10000474;Des Moines;IA;US
c5a4982a7821cf2a262b21a5ff5dbaee758daaefe759ca297300fb399a0f7cb9;10002489;Villa Rica;GA;US
a5e9810e2cf92db2e8d8ee1749deb2a1e4a65547774f94188bbd7d7d85f220f3;10008893;Yakama;WA;US
fab5c7fe42d3bc778290a47ccc9d513736222d72859d2350922591d5413c483f;10011732;\"\";"";UK
beb420a95765fa0e38a3465d996bed6aec1c1b5495e0ebaa7cab93682f1c759a;10023275;Portland;OR;US
98a9f4d362d0ba0ca921ecc35eb5ef18bb0a113dfe97fa507cc5ac2790055c34;10014540;1980 Santiago;"";UK
8732f5606e6cf673243d8d1440d0041d058b3e5c664a33071163c34ea825cc53;10026355;Casper;WY;US
e9bdf6659c8c689a05eb5e7a771ed00544590fcd6b4ea25e92050b817511ba55;10014238;2215 TC Voorhout;"";IR
aa9d08e89bb209482c6e12ab241b83e716a9308e849dbc26945e50599d5e9b38;10015030;Anchorage;AK;US
07919bb1b2cad75e3fa138b9923ccef554713ea3f9f918223507baebc9632ccc;10021184;Aurora;OR;US
4b2171d46fc9bcac53fe17181ab33f23bc0c908a735aff80c28aa4a93cba54a6;10024725;Jasper;TX;US
3fd5eb51b9388299e84c5af7399a3bbaaeaa47cda38f58740e3191d9eac4b5d7;10015783;Philadelphia;PA;US
7085176153a0861c05615d2f5afd2cf02131b4e00f520122c207b8556127a72f;10019109;Sacramento;CA;US
fe0358c7c3bdba7e01858e5a5580acd90a7dd8531c1fec51c9cd993fa6728661;10021986;Livonia;MI;US
006c1dc91597f493993d8176f07dbb650b698269f751211a3747bb75b50c8b78;10015824;South Bend;IN;US
c68a475c30af761ce2b1c84ddad7092f02d1b5393c5f1d60e3cb1983b247b874;10022183;Breckenridge;CO;US
9626b5c96eaef0112ae1525df4fa26e18749528f02a3d5ec4494d3e4ae1a6d88;10023783;Pine Bluff;AR;US
92149a09a57e0b949ebdccccd1b2ac0591dcae6f550cd7099ffd23aa9091fd1e;10013188;Charlotte;NC;US
b4e5e74ed49169f65d83b59657b0daa18329573e8e4d7f7ab31de1b3ff096328;10010906;Frederick;MD;US
fe91690147efb3aeaddb556ce028b354966eb2d8db2cec0154fcca0b4fc4a8e0;10025515;Jackson;MS;US
9a4c353fe753b99f27b9b10c28a402114f33b1a7252fc622983b8927c2dd52b2;10002746;Bensonville;IL;US
6bb57fbce7659d9185b314bc10ca1d5a74d3b9b198a737e9ded4d5a2a9bee0c5;10025249;Memphis;TN;US
bfea43c9ccf5c92bf142f264c76f22652f20414e657c9f0e8ab5c6a5d518b159;10025038;Mechanicsburg;PA;US
a70ba4f3c833a73d7a9ebd977830a1394af05644b223f3daf592c1d12c3e9947;10002244;Statesville;NC;US
2aacc7177a44229b042ea133c1b190768a1b42bb8f1c0aec9508d70d3f5a70f2;10023489;Sacramento;CA;US
b1caf581a629251cd53fa6b1c15d2a168afa5347db389d126c1bf4708de2e754;10022490;Overland Park;KS;US
63e33cd82158f2a25e4bbfb9df740528d14c1f2521e76ec59b0e004b24008d41;10019664;MOLINE;IL;US
93be851a3cd0cf34dac66d9a4165a83b0c817d66f414fa07be8146d617720b1f;10025241;Hamamatsu City;"";AU
dbce897091bda5a137a76a9b8639495f554e3f037a3f40a63ba5fe13118f3de4;10017307;Anjou;QU;CA
b2d37f1d5317b6045173cea27bcae72617ba787553fb1bce0b88a9a4c0113c56;10018603;Dubai;"";UK
8952287c8d221e7cbea71d3cef90ff692d83fc400ab1b05c285e0236a981a612;10009639;Industriestrasse 17;"";UK
43ec2a59aa07815f7cd56fd4d47f650cff9a7c93c5ac95ba7164184128efddc3;10024550;Appleton;WI;US
a325d96389b8626d4d681c9d852b7560ca90494c077bb307f3e6d90276d73b30;10007309;\"\";"";UK
bf51469c062fd27d98c078b41ad67987c86adf0f77dab886774824ceb1443e5d;10023703;Istanbul;"";AU
9f031d8fa3b422fbcfc44751281947a24ce6116082487a76317deec7c113ae9b;10019388;Ft Collins;CO;US
4158c337980fe61ab1eb22af50499435b298245f20753480353dc1d82417c494;10014469;Livonia;MI;US
9b71644eb5314e210c32a1953f309861140679b904872f239722cf3ca604fe5a;10017828;Cypress;CA;US
403d40273ecee9ebc2ad41864522e820a8a33cfe01b817a3be3454358025b095;10025251;Wooster;OH;US
7924de658fb8476c20367e4857dd77719636e6254c5afccc5ca1ea2b0dad2d7f;10025296;Sun Prairie;WI;US
93f32946e3a3faac9903c768deaa40313a259796c18b191dee9fba03d0e7a30e;10025285;Chattanooga;TN;US
25d125e11f10e204ee773031255a3c1962a21960f0f212df8e98a1e214451364;10015011;SE-132 28 Saltsjo-Boo;"";AU
ed122d820d07b48e9e3e23f1f9c4b0e5c08a0411ade2fdddb47c4ec0e68d832b;10013011;112 Reyjavik;"";AU
7bda213174183904528b95d6141dadd850431e211792a14fb5a04416b06bdffd;10022168;Cass City;MI;US
1c0057be70b72d1802932ad05762cde63a93df87767c56b1340f5da4629658da;10024255;Pontiac;MI;US
5c5aba2915ae530a91052dc0ffebc1fb461989fd6af5e536aec6bd8cc4cc432e;10023511;Schiphol-Rijk;"";IR
db74b7028fe2af9e352e3bc5346e617a6c88c04016a70d3c305d3626f6017863;10020672;N-0598 Oslo;"";IR
9ecfbeff850a5e0386b7bfdfab41c88d80985b55117e164b35719b62a1f6db11;10018371;00-394 Warsaw;"";UK
58ecd28c85760d52a3a10a4929144a1040a6f1f444f5efbf8fde6eef99b35983;10017553;Ottawa;KS;US
5b4dcf8aa44fc670ff2156b919c354552ebd166e72913219a4afb543bbecdf72;10021204;Toronto;ON;CA
77ca9ccc18f72e701abe806a3c9b74c497e20454762388c912a3c1bafdc09e97;10024246;East Providence;RI;US
5b54dff8d9614ae704a6eeeed708b76d7d93783f83b9d90e50eefd08b2a6d1ca;10009676;Kalamazoo;MI;US
c5df43a217d81e8686161c20221a9387fcae2f68e86a6b5c650953c0fb77ac96;10020388;Glen Burnie;MD;US
156bcca23510321315717917c308c8e03c7608ce957df336163ae331e1f79370;10002220;Prince George;BC;CA
03816ecf48fb4f06e24dec01c35dfbe695e1e6b6faf26cc5f0bcb9dc34ba14c9;10025284;Hayward;CA;US
3279ebb71e5aadaf3e14485d209118ff2e5446530aa8831ecad5a30454dec1bf;10020449;Santiago;"";UK
067c1a66ff57a5ea5c2de87f6ba81e0b39d9012fd9867e1185c560eeec8e2ed9;10000460;Goodlettsville;TN;US
2e018fd2cdf892580b75aceef97fa612fcb3db294cbdb699e779704774413045;10009623;Gretna;LA;US
d53f8fc43a4f3fab98dc4fc8d64d00758cb9e667f354773d3cc1351c0c9d04eb;10019105;Mechanicsville;VA;US
e2315fa2b30bf0f2a1f297e8a9c66736cf7bb2f882bc043d75e37395178862d4;10013765;St Louis;MO;US
79d949285f73c5923b8690e9d35cd4d7398efb8eb3f4277be482bc0e4f6553ad;10020662;Jakarta Utara;"";AU
26bd389dc1afd9ecd09b383205b39a18a1898e2d1a2e498bc74945e862c78e7b;10000466;North Highlands;CA;US
582290859e84a0dc273f8026c2afc39d1f5550dc715e69ca6751735bd60f9cf8;10002240;Medford;MA;US
ddb9caf670fb9b1b9c2929402ca5f06397ceb0d603f442dfefacd5c522a2073c;10014810;Canton;OH;US
6700e2eee4cc439a1d62ea4bbad381b79aaa91b5280b0de1c4f073490a6fdda2;10027572;Elma;NY;US
6cc2f08869833f115830af85e68ee4bf86fcfe453662912ce75399d3e242e75d;10023447;Tulsa;OK;US
a8aeff0e36874a06b28923f9993db595671c6cf0e6ae9c6f07b2367cd46091c3;10014804;Shreveport;LA;US
61515b9d8a5dfb14d1d813d8f8fb1bc47182b77ca789bcb3ed5ef9b4de3f6630;10020715;Linares (Jaen);"";UK
ec2a8fe8d6f7b5c789fd2bcb3e7fb949cd744d87467bf7536f481553207ef253;10019880;Somerset;NJ;US
eb4892d7743eebb439965573aa40904219c0eb7c714a6e9dcdd70099ac82f572;10006836;Quito;"";UK
31e1194a69471249781ea4c377af72bd6392a079e4b19b504e6a118586c9df9b;10014739;Tulsa;OK;US
42274640c2914b75d175d7071ff436b801867be4d368d186400c4a5e820d8674;10015275;Marshfield;WI;US
ba4834d429208026a54916f09b77abd4387763ef1e558bdd256521ab032c7508;10010884;Boucherville;QU;CA
eb55388eabbd05974bf9c72f67edf4ccf74eb4eca08c7c55ec32670354797633;10021485;Hamel;MN;US
1ecccc937be5131c259d912385802729c47d87e57a4b9d1bcc985369f482dab5;10000601;Creedmoor;NC;US
c669920356a7a790f53e23095679b72f510d317800a3b9d691ebd3ccc38104d6;10025033;Billings;MT;US
a728bc948514f1cc657d2495257754449b7d52be10a3e395c3414962c6e9336a;10014264;Springfield;MO;US
eb4d199f46d54231ceb3fb8b174e6a865b6e96c4f4a0e6e7a94afbcc121e5309;10020909;Canton;OH;US
d56b26a3e0ce4dedac4fcba712a610922b12c51ada1984c32cce63a7fb203684;10015793;Sacramento;CA;US
1d90be140f75c83e3619096761914e4fce2ffa0c427f9ce97e3c3fa8e4b860fb;10025552;Southfield;MI;US
64d2060274f0caf5af380fe4ce703d111c7cfd052b5b82ed997bb9a5ce7588e9;10016548;Mobile;AL;US
96542d01eb9edd2ce9155c8dfb37ec1b69eea5209f04edaf23a4dacc35844e52;10027119;\"\";"";UK
65edc3364b63dbb5194ed9343f4fd2498b0c0e58ddd4eed0aa117ebed447b086;10014495;Clackamas;OR;US
953665b2e5635105a5c9975c5035da921e79da57767cba1c2208369789172c7d;10010914;Overland Park;KS;US
393c0f2110dd345b9d3a59edaf4d6a61ef5fd21865afa6fe11283c33a18c61fd;10012761;Cali;"";UK
0f4fef64f88aee4e07d920d34df0e886ca4a247d290be5bf73d434fb168febfd;10011997;Roanoke;VA;US
56fd7556503d17b2c047974fd8889ffc5e0e7799ded136d58640ee10c91b7490;10026348;Mebane;NC;US
d3f4fad3119a0b49a60376c5a6efffda94ad0bc7155dd494a4b90167990dccba;10006862;Pearl;MS;US
19e12ff6119c6b43c187cf65d55f4dc18bfa453b46676d27901e5d4bfc89f39a;10019682;Lennox;SD;US
e95821f90486c9e02fedfd01a075db4a3b5dfe6c79f76927da46c5eb52aa5aaa;10025025;Auburn;WA;US
20dbbfdd32ec8de8cc3289fb8393f489681c619c280234f0537f9a751f3b2206;10010935;Sioux Center;IA;US
67015616e9538be2b1059386c2a396ce4b8ae8f3aef6425127c3f89956fd7555;10007566;St Joseph;MO;US
cbfa50645300ce395d9e24d5b48193a8b9b7b2e0ea0c2d56f3dd3e9d1f0f74ad;10025242;Seoul;"";AU
1a60878dc85c965782efa84a1578fd3f714b28238d0ea785ee7b06f50ca4fdb2;10017290;Bogota;"";UK
319c92c5daf9370ff4dcfd4f1aa0db289c9e79c391bb3638f041b136e311693e;10025558;Little Rock;AR;US
8a6e48014677cf965d37973e396a5cb47da53e8e2b4adf416a99ec3e2cfbf94e;10009652;Valcourt;QU;CA
ae4b3c404f7cfb35a156debd1a6f29e868870cab152eb5b3dec97506008aa512;10025298;Toronto;ON;CA
c36acb053529bc473051bc59f5e8f60588475b67fc62f1562a6ebee6e4c01e68;10026532;Garner;IA;US
78e6f67b7fd9b8839736459e8ab62755fd5ad5479ed123190c45aed2dd564f59;10025062;Bedford Hills;NY;US
b2dc3c6fff7fa6ccb170e74c865cc2183443ad318110dcf05c8e0cb13f54e736;10022167;Georgetown;"";AU
9f44fc8724b161e6e0bd62ce677e9163ff769f1060b5aaff301cecc489c46bbd;10020927;Sidney;NE;US
ddc881ef2b90cf90c501cf781eed26cdeb61c051acecd226e6217c4775c5dc10;10026336;Columbia;SC;US
4a89f07e1c3a4f69e40a79dd8e587c3f1e1b979c9d7654cc1ad239c788683d8a;10019678;Sacramento;CA;US
3f8a28f6cf70428168092fbb8d6363f229836863e81144a491a93fa229d11d7e;10021472;Surrey;BC;CA
e7792fab51ca60503b62fd9c589d5434d5f7406faf8db4a45f84d15f480737aa;10010887;Edmonton;AB;CA
d367daf70d4391848fafaab26c4573a780f2ea022966d8a30a6518284f8abe15;10022456;Rancho Cordova;CA;US
e46a8395cdf5481e8dc289ac4c941b981720d76071d94bbd7e7b1fe790da82ea;10017036;Eagan;MN;US
37c3d363d56743c39ab83e34a53e97de94dfdeab284a39cd474439877b4ec6af;10022732;Lake Hamilton;FL;US
bd946a9bf1742eca58c8fc8c4b69d8586bbf0ea548d6a4d8c1d57c5441eede20;10010969;Elkhart;IN;US
1280bcec3a3f0f090bbdde6e44d6c58fffa28cc4729fd20a6aedd60eb155e974;10018580;Beaumont;TX;US
6672f8334c566dc7ff0af99b47634e0b1f70dbc2774af2a54807eb97ce4ecf00;10025269;Overland Park;KS;US
cdd856547c8d1f094d037b26963c514bcf247f86b78517283dc77febd9d6f800;10023023;Thief River Falls;MN;US
0cff2de7aaeb876947f9decf2bb87e0b1873c008a29727e4f27830c90eae14e6;10024499;Houston;TX;US
abe04748d9cd64e62e68d71a63304a67e8f2670ee77c13277cefb17348b8d325;10020181;D 95326 Kulmbach;"";UK
82d97f314377f2b889405ec9ba9daba4c176b37e0e3d972a112f347a2b1a86ea;10019909;Shawano;WI;US
98bc064dad5ee33429e5fe4c32f7a085b53935cd34845a2a2865ba1c5ac44e23;10025791;Prineville;OR;US
cf87118770dd83a2669dc35cce2d65dcf72b78005c643a505453d6261951a410;10009647;Sacramento;CA;US
a00261903a79d928b22fb7ab2a399abad291447cee746dc65f86b663f28a7e2d;10017072;Chicago;IL;US
eeb45920cc2c1d300d925eccc6a0dd9a690e3db79479991de304f241e81e9570;10027082;Edmonton;AB;CA
72549f41e725b9d6dafadd7e21023f4c887522bdbb186310144032e2e39580f4;10015789;Jeddah;"";AU
cf69e4c036d258df1bb08766907ac5b9b451ad4185af9363f4825442b3c7e890;10020390;Lansing;MI;US
4f12398fa01761ca60b326df92021fe096db36b8a033b5ac6dd979ae5fcda223;10020192;Sacramento;CA;US
34308ac13eab0e0a8dd881c3365030cb2172090d846442b7ccdba974fbc017b9;10021231;Middlebury;IN;US
ba6d5d290079b14f5c34420aa0d722465e998f04f8fdaa8fddfa0c0dfb2c4c17;10023715;Plainfield;IN;US
4ef5ed992d66ed9f52aba5b04ec68fbf17113840dbb130d71d46f85418a2da26;10007117;Taipei;"";AU
